heure_id,enseignant_id,matiere_id,group_id,semestre_id,type_cours,volume_horaire,date_cours
HRE000403,ENS0030,MAT0010,16,3,CM,40,2024-03-16
HRE000404,ENS0030,MAT0034,3,3,PROJET,20,2024-04-16
HRE000405,ENS0030,MAT0020,22,3,TP,20,2024-03-16
HRE000406,ENS0030,MAT0024,14,2,TP,35,2023-04-16
HRE000407,ENS0030,MAT0021,7,3,TP,25,2023-04-15
HRE000408,ENS0030,MAT0023,11,2,TP,35,2023-04-16
HRE000409,ENS0030,MAT0029,24,2,PROJET,15,2024-04-15
HRE000410,ENS0030,MAT0017,27,4,CM,20,2023-05-17
HRE000411,ENS0030,MAT0005,4,2,TP,15,2024-05-17
HRE000412,ENS0030,MAT0028,12,3,TP,10,2023-03-16
HRE000413,ENS0030,MAT0003,9,4,PROJET,25,2023-05-16
HRE000414,ENS0031,MAT0020,24,4,TP,40,2024-03-17
HRE000415,ENS0031,MAT0016,9,3,TP,40,2023-05-17
HRE000416,ENS0031,MAT0017,11,2,PROJET,10,2024-03-16
HRE000417,ENS0031,MAT0025,3,4,TD,25,2024-03-16
HRE000418,ENS0031,MAT0034,9,1,TD,35,2024-03-17
HRE000419,ENS0031,MAT0005,17,3,TP,10,2024-04-16
HRE000420,ENS0031,MAT0012,15,3,CM,10,2023-04-15
HRE000421,ENS0032,MAT0002,29,1,TP,25,2023-04-15
HRE000422,ENS0032,MAT0001,20,1,PROJET,10,2024-05-17
HRE000423,ENS0032,MAT0011,10,3,PROJET,25,2023-03-17
HRE000424,ENS0032,MAT0032,8,4,TD,20,2023-05-17
HRE000425,ENS0032,MAT0006,13,2,TD,35,2023-05-16
HRE000426,ENS0032,MAT0017,25,1,CM,25,2024-04-15
HRE000427,ENS0032,MAT0007,2,1,TD,40,2024-05-16
HRE000428,ENS0032,MAT0030,9,2,TD,20,2023-05-17
HRE000429,ENS0032,MAT0012,9,1,PROJET,30,2024-05-16
HRE000430,ENS0032,MAT0007,24,4,PROJET,35,2024-04-16
HRE000431,ENS0032,MAT0027,3,2,TD,30,2023-03-17
HRE000432,ENS0032,MAT0032,1,1,CM,35,2023-04-16
HRE000433,ENS0032,MAT0030,5,3,TP,15,2024-04-16
HRE000434,ENS0032,MAT0031,19,3,PROJET,25,2024-03-16
HRE000435,ENS0033,MAT0032,29,2,TD,15,2024-04-16
HRE000436,ENS0033,MAT0014,26,2,TD,10,2024-04-16
HRE000437,ENS0033,MAT0029,21,4,PROJET,15,2023-03-17
HRE000438,ENS0033,MAT0035,20,2,TP,10,2023-04-16
HRE000439,ENS0033,MAT0010,12,3,PROJET,25,2023-04-15
HRE000440,ENS0033,MAT0006,7,1,CM,25,2024-04-16
HRE000441,ENS0033,MAT0031,22,3,TP,30,2024-05-17
HRE000442,ENS0033,MAT0002,12,3,CM,25,2023-04-16
HRE000443,ENS0033,MAT0032,6,3,PROJET,30,2023-03-17
HRE000444,ENS0033,MAT0030,4,3,TP,35,2023-05-16
HRE000445,ENS0033,MAT0005,5,1,CM,15,2024-05-16
HRE000446,ENS0033,MAT0002,17,2,PROJET,30,2023-04-15
HRE000447,ENS0033,MAT0032,28,4,PROJET,10,2023-03-17
HRE000448,ENS0033,MAT0019,27,4,TD,40,2024-04-15
HRE000449,ENS0033,MAT0020,22,3,CM,35,2024-04-16
HRE000450,ENS0033,MAT0001,11,2,TP,15,2023-05-16
HRE000451,ENS0033,MAT0020,23,4,TP,10,2023-03-16
HRE000452,ENS0033,MAT0017,27,4,TP,30,2023-04-16
HRE000453,ENS0034,MAT0018,1,3,TP,25,2023-04-15
HRE000454,ENS0034,MAT0012,13,1,PROJET,20,2023-05-17
HRE000455,ENS0034,MAT0011,25,3,CM,15,2023-05-17
HRE000456,ENS0034,MAT0004,20,1,PROJET,15,2024-03-17
HRE000457,ENS0034,MAT0011,24,2,TP,20,2024-04-15
HRE000458,ENS0034,MAT0031,4,4,TD,40,2023-03-17
HRE000459,ENS0034,MAT0023,1,1,TD,30,2024-03-17
HRE000460,ENS0034,MAT0030,17,4,TP,10,2023-04-15
HRE000461,ENS0034,MAT0020,3,3,CM,25,2023-05-16
HRE000462,ENS0034,MAT0006,2,4,PROJET,20,2024-03-17
HRE000463,ENS0034,MAT0029,23,1,TD,20,2024-05-17
HRE000464,ENS0034,MAT0011,24,4,TP,35,2024-04-15
HRE000465,ENS0034,MAT0026,14,2,TD,40,2024-03-16
HRE000466,ENS0034,MAT0007,14,1,TP,25,2023-04-15
HRE000467,ENS0035,MAT0020,28,4,TP,30,2024-04-15
HRE000468,ENS0035,MAT0028,24,2,TD,30,2023-03-17
HRE000469,ENS0035,MAT0029,3,1,CM,25,2024-04-16
HRE000470,ENS0035,MAT0016,16,1,PROJET,30,2024-05-16
HRE000471,ENS0035,MAT0018,25,2,TD,20,2023-03-16
HRE000472,ENS0036,MAT0008,17,2,PROJET,35,2023-03-17
HRE000473,ENS0036,MAT0012,6,1,TD,25,2023-05-17
HRE000474,ENS0036,MAT0002,12,3,PROJET,25,2023-04-16
HRE000475,ENS0036,MAT0004,29,4,TD,40,2023-04-16
HRE000476,ENS0036,MAT0017,17,3,CM,30,2023-04-15
HRE000477,ENS0036,MAT0021,15,2,TD,25,2023-05-16
HRE000478,ENS0036,MAT0034,12,4,CM,35,2023-04-16
HRE000479,ENS0036,MAT0028,2,1,CM,15,2024-03-17
HRE000480,ENS0036,MAT0006,9,2,TP,30,2023-03-16
HRE000481,ENS0036,MAT0001,14,2,TD,25,2024-05-17
HRE000482,ENS0036,MAT0004,21,3,CM,30,2024-05-17
HRE000483,ENS0036,MAT0023,22,3,CM,15,2024-03-16
HRE000484,ENS0036,MAT0024,22,3,TD,20,2024-04-16
HRE000485,ENS0037,MAT0032,20,2,TD,35,2023-05-16
HRE000486,ENS0037,MAT0019,17,3,TP,20,2023-05-16
HRE000487,ENS0037,MAT0021,24,2,TD,30,2024-05-17
HRE000488,ENS0037,MAT0032,12,2,PROJET,35,2024-04-15
HRE000489,ENS0037,MAT0020,19,1,TP,20,2024-04-16
HRE000490,ENS0037,MAT0008,23,2,CM,15,2024-04-15
HRE000491,ENS0037,MAT0028,22,3,TD,10,2024-05-17
HRE000492,ENS0037,MAT0010,25,4,PROJET,25,2024-03-17
HRE000493,ENS0037,MAT0034,26,1,TD,35,2024-05-16
HRE000494,ENS0037,MAT0030,26,3,TD,35,2023-03-17
HRE000495,ENS0037,MAT0032,19,1,PROJET,35,2024-03-16
HRE000496,ENS0037,MAT0015,17,1,CM,10,2023-03-17
HRE000497,ENS0037,MAT0028,22,4,CM,15,2024-03-17
HRE000498,ENS0037,MAT0026,13,2,TD,30,2023-03-16
HRE000499,ENS0037,MAT0014,27,1,PROJET,15,2023-04-16
HRE000500,ENS0038,MAT0020,24,3,PROJET,20,2023-04-16
HRE000501,ENS0038,MAT0007,9,4,PROJET,10,2024-03-16
HRE000502,ENS0038,MAT0027,2,4,CM,40,2024-05-16
HRE000503,ENS0038,MAT0013,17,2,TP,20,2024-03-17
HRE000504,ENS0038,MAT0003,10,2,TP,10,2023-03-16
HRE000505,ENS0038,MAT0015,9,4,CM,40,2023-03-17
HRE000506,ENS0038,MAT0005,1,2,TP,25,2023-04-15
HRE000507,ENS0038,MAT0035,2,1,TD,25,2024-03-17
HRE000508,ENS0038,MAT0020,11,2,TD,10,2024-03-17
HRE000509,ENS0038,MAT0028,6,1,CM,20,2024-05-17
HRE000510,ENS0038,MAT0006,10,2,PROJET,10,2024-04-15
HRE000511,ENS0038,MAT0029,15,2,CM,35,2024-04-15
HRE000512,ENS0039,MAT0020,7,4,TD,20,2023-05-16
HRE000513,ENS0039,MAT0007,7,1,CM,25,2024-05-16
HRE000514,ENS0039,MAT0033,22,1,CM,15,2023-05-16
HRE000515,ENS0039,MAT0017,22,4,PROJET,30,2023-04-15
HRE000516,ENS0039,MAT0021,6,3,CM,25,2023-03-16
HRE000517,ENS0039,MAT0012,7,2,TP,15,2024-03-16
HRE000518,ENS0039,MAT0028,26,1,TP,10,2023-04-16
HRE000519,ENS0039,MAT0014,23,4,PROJET,15,2023-05-16
HRE000520,ENS0039,MAT0011,30,3,PROJET,40,2024-03-16
HRE000521,ENS0039,MAT0029,27,4,PROJET,30,2024-03-17
HRE000522,ENS0039,MAT0008,19,1,CM,40,2023-04-16
HRE000523,ENS0039,MAT0005,17,3,PROJET,40,2024-04-15
HRE000524,ENS0039,MAT0007,10,2,TD,40,2023-05-16
HRE000525,ENS0039,MAT0004,22,3,PROJET,30,2023-05-16
HRE000526,ENS0039,MAT0027,17,2,CM,15,2024-04-16
HRE000527,ENS0039,MAT0033,7,2,TP,30,2023-03-17
HRE000528,ENS0039,MAT0014,30,1,TP,30,2024-04-16
HRE000529,ENS0039,MAT0010,16,4,CM,35,2023-03-17
HRE000530,ENS0039,MAT0024,7,4,PROJET,20,2024-04-16
HRE000531,ENS0039,MAT0010,20,3,PROJET,30,2024-03-16
HRE000532,ENS0040,MAT0007,26,1,PROJET,15,2024-03-17
HRE000533,ENS0040,MAT0002,16,1,PROJET,20,2024-03-16
HRE000534,ENS0040,MAT0010,16,1,TD,20,2024-04-16
HRE000535,ENS0040,MAT0030,15,3,PROJET,25,2023-03-16
HRE000536,ENS0040,MAT0026,3,3,TP,35,2023-03-17
HRE000537,ENS0040,MAT0016,9,3,TP,30,2023-04-16
HRE000538,ENS0040,MAT0011,29,2,PROJET,15,2023-04-16
HRE000539,ENS0041,MAT0018,9,1,CM,25,2023-04-15
HRE000540,ENS0041,MAT0025,24,4,CM,30,2024-03-17
HRE000541,ENS0041,MAT0004,22,1,TP,40,2023-04-15
HRE000542,ENS0041,MAT0007,20,4,CM,35,2024-04-15
HRE000543,ENS0041,MAT0015,17,3,TD,35,2023-05-16
HRE000544,ENS0041,MAT0022,17,4,TP,40,2024-05-16
HRE000545,ENS0041,MAT0004,20,4,TP,30,2024-05-17
HRE000546,ENS0041,MAT0032,28,1,TP,15,2023-04-16
HRE000547,ENS0041,MAT0009,24,2,TP,30,2023-03-17
HRE000548,ENS0041,MAT0031,3,3,TD,10,2023-05-17
HRE000549,ENS0041,MAT0010,19,3,TD,25,2023-04-15
HRE000550,ENS0041,MAT0018,12,2,PROJET,20,2024-05-16
HRE000551,ENS0042,MAT0011,11,2,PROJET,25,2023-04-15
HRE000552,ENS0042,MAT0011,15,3,TP,15,2024-04-16
HRE000553,ENS0042,MAT0018,9,4,CM,15,2023-04-16
HRE000554,ENS0042,MAT0018,25,4,PROJET,40,2024-05-17
HRE000555,ENS0042,MAT0010,5,1,TP,15,2024-05-16
HRE000556,ENS0042,MAT0028,28,2,TD,25,2023-03-16
HRE000557,ENS0042,MAT0033,14,2,PROJET,15,2024-05-16
HRE000558,ENS0042,MAT0015,18,4,TD,20,2024-05-17
HRE000559,ENS0042,MAT0025,7,2,CM,35,2023-05-16
HRE000560,ENS0042,MAT0031,11,1,TP,30,2023-04-15
HRE000561,ENS0042,MAT0029,9,1,TD,10,2023-04-16
HRE000562,ENS0042,MAT0018,10,2,TD,25,2024-03-16
HRE000563,ENS0042,MAT0019,3,4,CM,25,2024-04-15
HRE000564,ENS0042,MAT0011,5,1,CM,40,2023-05-16
HRE000565,ENS0042,MAT0024,3,4,PROJET,25,2024-03-17
HRE000566,ENS0042,MAT0014,17,3,PROJET,15,2023-05-17
HRE000567,ENS0042,MAT0024,25,2,TD,20,2024-05-16
HRE000568,ENS0042,MAT0034,3,4,TD,20,2024-04-15
HRE000569,ENS0042,MAT0004,24,3,TP,25,2024-05-16
HRE000570,ENS0042,MAT0003,2,3,PROJET,25,2023-05-17
HRE000571,ENS0043,MAT0021,14,3,TD,35,2024-03-16
HRE000572,ENS0043,MAT0010,1,2,CM,35,2024-04-16
HRE000573,ENS0043,MAT0028,8,4,CM,35,2023-05-16
HRE000574,ENS0043,MAT0003,4,3,PROJET,10,2024-04-15
HRE000575,ENS0043,MAT0020,23,4,CM,15,2024-05-16
HRE000576,ENS0043,MAT0027,7,3,PROJET,25,2023-05-17
HRE000577,ENS0043,MAT0003,28,2,TD,15,2024-04-16
HRE000578,ENS0043,MAT0027,29,3,PROJET,35,2023-04-15
HRE000579,ENS0043,MAT0009,4,4,TP,15,2024-03-17
HRE000580,ENS0043,MAT0027,2,1,CM,40,2023-05-17
HRE000581,ENS0043,MAT0009,23,2,TP,20,2023-04-15
HRE000582,ENS0043,MAT0016,29,4,PROJET,25,2024-05-16
HRE000583,ENS0044,MAT0018,24,1,TP,35,2023-04-16
HRE000584,ENS0044,MAT0016,2,1,PROJET,10,2023-04-15
HRE000585,ENS0044,MAT0013,21,2,PROJET,15,2023-03-16
HRE000586,ENS0044,MAT0007,23,3,CM,15,2024-04-16
HRE000587,ENS0044,MAT0013,22,1,PROJET,10,2023-05-17
HRE000588,ENS0044,MAT0033,11,3,TD,25,2023-03-17
HRE000589,ENS0044,MAT0027,16,4,TD,20,2023-03-16
HRE000590,ENS0044,MAT0016,12,1,PROJET,10,2023-05-16
HRE000591,ENS0044,MAT0015,3,3,TD,20,2023-05-16
HRE000592,ENS0044,MAT0005,26,4,TP,25,2023-04-15
HRE000593,ENS0044,MAT0001,6,4,TP,30,2023-05-17
HRE000594,ENS0044,MAT0029,26,2,CM,10,2024-04-16
HRE000595,ENS0044,MAT0026,14,4,PROJET,15,2023-04-16
HRE000596,ENS0044,MAT0003,2,4,TP,40,2024-03-16
HRE000597,ENS0044,MAT0023,20,1,CM,10,2024-05-16
HRE000598,ENS0044,MAT0034,20,4,PROJET,15,2024-03-17
HRE000599,ENS0044,MAT0030,10,3,CM,30,2023-03-16
HRE000600,ENS0044,MAT0033,16,4,TP,30,2023-03-16
HRE000601,ENS0044,MAT0007,17,3,TD,30,2023-03-17
HRE000602,ENS0044,MAT0023,2,3,CM,25,2023-04-16
HRE000603,ENS0045,MAT0010,13,3,PROJET,40,2023-05-16
HRE000604,ENS0045,MAT0032,15,2,TD,35,2024-05-16
HRE000605,ENS0045,MAT0009,15,3,CM,30,2023-05-17
HRE000606,ENS0045,MAT0015,25,4,PROJET,25,2024-05-17
HRE000607,ENS0045,MAT0025,8,2,TD,15,2023-05-16
HRE000608,ENS0045,MAT0018,24,4,TP,15,2024-03-16
HRE000609,ENS0045,MAT0028,5,2,TP,25,2023-05-16
HRE000610,ENS0045,MAT0032,17,4,TP,35,2023-05-16
HRE000611,ENS0045,MAT0033,23,2,TD,15,2024-05-16
HRE000612,ENS0045,MAT0031,26,4,TD,40,2023-04-16
HRE000613,ENS0045,MAT0014,26,3,PROJET,40,2023-03-17
HRE000614,ENS0045,MAT0024,5,2,PROJET,20,2024-03-16
HRE000615,ENS0045,MAT0029,8,2,TP,40,2023-05-17
HRE000616,ENS0045,MAT0005,8,2,TD,20,2023-04-15
HRE000617,ENS0045,MAT0021,20,1,PROJET,40,2023-04-16
HRE000618,ENS0045,MAT0023,8,4,TP,10,2024-03-17
HRE000619,ENS0045,MAT0034,27,4,TP,35,2024-03-16
HRE000620,ENS0045,MAT0027,8,1,TD,10,2023-04-15
HRE000621,ENS0045,MAT0030,13,3,TP,40,2023-03-16
HRE000622,ENS0046,MAT0034,22,4,CM,15,2024-04-15
HRE000623,ENS0046,MAT0020,4,2,TD,15,2023-04-16
HRE000624,ENS0046,MAT0001,10,1,PROJET,30,2024-04-15
HRE000625,ENS0046,MAT0001,4,3,TP,25,2023-04-15
HRE000626,ENS0046,MAT0006,10,1,CM,35,2024-03-16
HRE000627,ENS0047,MAT0022,23,4,TD,10,2023-03-16
HRE000628,ENS0047,MAT0032,11,4,TP,15,2023-03-16
HRE000629,ENS0047,MAT0008,21,1,TP,25,2024-05-16
HRE000630,ENS0047,MAT0027,22,1,TP,20,2024-03-16
HRE000631,ENS0047,MAT0021,1,2,TP,40,2023-03-16
HRE000632,ENS0047,MAT0028,14,3,TP,15,2024-04-15
HRE000633,ENS0047,MAT0011,4,2,TD,40,2024-04-16
HRE000634,ENS0047,MAT0025,21,1,PROJET,25,2024-03-17
HRE000635,ENS0047,MAT0023,26,3,TD,30,2024-05-16
HRE000636,ENS0047,MAT0019,2,1,PROJET,10,2024-03-16
HRE000637,ENS0047,MAT0033,12,4,TP,25,2023-04-15
HRE000638,ENS0047,MAT0020,16,2,PROJET,30,2023-04-16
HRE000639,ENS0047,MAT0019,13,2,TP,15,2023-05-16
HRE000640,ENS0048,MAT0024,24,2,TD,25,2024-05-17
HRE000641,ENS0048,MAT0026,16,4,TP,20,2023-04-15
HRE000642,ENS0048,MAT0022,5,1,CM,20,2024-05-17
HRE000643,ENS0048,MAT0024,22,3,TD,35,2023-04-15
HRE000644,ENS0048,MAT0003,25,1,TP,25,2023-03-16
HRE000645,ENS0048,MAT0034,4,2,PROJET,25,2023-05-17
HRE000646,ENS0048,MAT0015,8,2,CM,30,2023-05-16
HRE000647,ENS0048,MAT0011,12,3,TD,30,2024-03-17
HRE000648,ENS0048,MAT0019,15,4,CM,30,2024-03-16
HRE000649,ENS0048,MAT0034,17,3,PROJET,25,2023-05-16
HRE000650,ENS0048,MAT0020,12,1,TP,15,2023-03-16
HRE000651,ENS0048,MAT0014,19,2,CM,30,2023-03-16
HRE000652,ENS0048,MAT0025,7,4,CM,25,2024-03-16
HRE000653,ENS0048,MAT0035,18,1,CM,20,2023-03-17
HRE000654,ENS0048,MAT0035,30,1,TP,20,2023-04-15
HRE000655,ENS0049,MAT0008,14,3,TP,20,2023-05-17
HRE000656,ENS0049,MAT0026,20,4,CM,40,2023-05-17
HRE000657,ENS0049,MAT0006,18,3,TP,25,2024-03-16
HRE000658,ENS0049,MAT0010,11,3,TD,20,2024-05-17
HRE000659,ENS0049,MAT0035,5,4,CM,15,2023-03-17
HRE000660,ENS0049,MAT0027,11,1,PROJET,15,2024-03-16
HRE000661,ENS0049,MAT0012,21,1,TP,25,2023-05-17
HRE000662,ENS0049,MAT0008,27,4,TD,40,2024-03-17
HRE000663,ENS0049,MAT0020,19,1,PROJET,10,2023-05-16
HRE000664,ENS0049,MAT0035,19,2,PROJET,25,2023-03-17
HRE000665,ENS0050,MAT0031,26,1,TP,20,2024-04-16
HRE000666,ENS0050,MAT0008,5,1,CM,20,2024-05-17
HRE000667,ENS0050,MAT0006,21,4,CM,20,2024-03-17
HRE000668,ENS0050,MAT0004,26,1,TD,30,2024-05-17
HRE000669,ENS0050,MAT0003,16,4,TP,25,2024-04-16
HRE000670,ENS0050,MAT0018,13,1,CM,10,2024-05-17
HRE000671,ENS0050,MAT0022,8,3,TP,40,2023-03-16
HRE000672,ENS0050,MAT0024,16,2,TP,10,2024-05-17
HRE000673,ENS0050,MAT0003,23,1,PROJET,25,2023-04-16
HRE000674,ENS0050,MAT0012,18,3,PROJET,20,2024-03-17
HRE000675,ENS0050,MAT0018,14,2,TD,25,2023-04-16
HRE000676,ENS0050,MAT0001,22,3,CM,20,2024-03-16
HRE000677,ENS0050,MAT0030,22,2,TD,35,2024-04-16
HRE000678,ENS0050,MAT0009,2,2,TP,40,2024-04-16
HRE000679,ENS0051,MAT0002,13,3,TP,30,2024-04-15
HRE000680,ENS0051,MAT0010,29,4,CM,15,2023-04-15
HRE000681,ENS0051,MAT0021,16,3,PROJET,35,2023-04-15
HRE000682,ENS0051,MAT0014,20,2,CM,10,2023-04-16
HRE000683,ENS0051,MAT0011,5,4,TD,20,2024-05-17
HRE000684,ENS0051,MAT0011,19,3,PROJET,20,2024-04-16
HRE000685,ENS0052,MAT0026,12,1,CM,15,2024-04-16
HRE000686,ENS0052,MAT0017,26,1,PROJET,40,2024-03-17
HRE000687,ENS0052,MAT0005,27,1,PROJET,10,2024-04-16
HRE000688,ENS0052,MAT0003,3,2,PROJET,25,2024-04-16
HRE000689,ENS0052,MAT0017,18,2,PROJET,10,2023-04-16
HRE000690,ENS0052,MAT0028,27,4,TD,35,2024-05-17
HRE000691,ENS0052,MAT0033,23,3,PROJET,35,2023-03-17
HRE000692,ENS0052,MAT0014,12,3,CM,35,2024-03-17
HRE000693,ENS0052,MAT0013,2,1,PROJET,20,2024-04-16
HRE000694,ENS0052,MAT0031,6,3,PROJET,10,2024-03-16
HRE000695,ENS0052,MAT0035,27,1,TP,20,2024-04-16
HRE000696,ENS0052,MAT0008,10,4,PROJET,25,2024-03-16
HRE000697,ENS0052,MAT0004,4,3,TP,15,2023-05-16
HRE000698,ENS0052,MAT0024,8,3,PROJET,10,2024-04-16
HRE000699,ENS0052,MAT0008,17,1,CM,10,2024-03-17
HRE000700,ENS0053,MAT0033,19,1,TD,15,2024-04-16
HRE000701,ENS0053,MAT0028,7,3,PROJET,40,2023-05-16
HRE000702,ENS0053,MAT0022,20,1,TP,30,2024-03-17
HRE000703,ENS0053,MAT0035,25,1,CM,10,2023-03-17
HRE000704,ENS0053,MAT0027,21,2,TP,25,2023-03-16
HRE000705,ENS0053,MAT0010,12,3,CM,20,2024-05-17
HRE000706,ENS0054,MAT0009,25,1,TP,20,2023-04-16
HRE000707,ENS0054,MAT0028,13,1,TD,25,2024-05-17
HRE000708,ENS0054,MAT0016,7,3,PROJET,10,2024-03-17
HRE000709,ENS0054,MAT0006,18,4,TD,25,2023-03-17
HRE000710,ENS0054,MAT0024,22,4,TP,10,2024-03-16
HRE000711,ENS0054,MAT0019,26,2,TD,10,2023-03-16
HRE000712,ENS0054,MAT0003,20,4,PROJET,40,2024-03-17
HRE000713,ENS0054,MAT0011,8,3,TP,30,2023-05-16
HRE000714,ENS0055,MAT0008,27,3,PROJET,30,2023-04-15
HRE000715,ENS0055,MAT0005,23,1,TP,30,2024-04-16
HRE000716,ENS0055,MAT0028,23,2,PROJET,30,2024-04-16
HRE000717,ENS0055,MAT0005,27,2,TD,40,2023-03-17
HRE000718,ENS0055,MAT0012,4,1,CM,20,2023-04-16
HRE000719,ENS0055,MAT0034,14,4,TP,15,2023-03-16
HRE000720,ENS0055,MAT0004,4,4,PROJET,15,2024-05-17
HRE000721,ENS0055,MAT0007,12,3,PROJET,25,2023-05-17
HRE000722,ENS0055,MAT0012,21,2,TD,30,2024-04-15
HRE000723,ENS0055,MAT0015,23,1,TD,10,2024-03-17
HRE000724,ENS0055,MAT0035,13,2,CM,10,2023-03-16
HRE000725,ENS0055,MAT0007,2,3,PROJET,35,2024-05-17
HRE000726,ENS0055,MAT0013,9,1,TP,30,2023-04-15
HRE000727,ENS0055,MAT0030,19,4,CM,10,2024-04-15
HRE000728,ENS0055,MAT0020,26,4,TD,25,2024-03-17
HRE000729,ENS0055,MAT0026,23,2,CM,40,2024-04-15
HRE000730,ENS0055,MAT0014,1,3,TP,40,2024-03-16
HRE000731,ENS0055,MAT0012,18,4,TD,15,2024-03-17
HRE000732,ENS0055,MAT0021,21,3,TD,15,2024-04-16
HRE000733,ENS0055,MAT0018,12,3,TD,40,2024-04-15
HRE000734,ENS0056,MAT0027,1,1,TP,20,2024-04-15
HRE000735,ENS0056,MAT0021,2,4,TD,40,2024-03-16
HRE000736,ENS0056,MAT0014,22,3,CM,30,2023-05-17
HRE000737,ENS0056,MAT0032,14,4,TD,25,2023-05-17
HRE000738,ENS0056,MAT0020,21,3,TD,15,2023-04-16
HRE000739,ENS0056,MAT0020,19,1,PROJET,35,2023-04-16
HRE000740,ENS0056,MAT0008,17,1,CM,10,2024-03-16
HRE000741,ENS0056,MAT0027,9,2,TP,10,2024-04-15
HRE000742,ENS0056,MAT0024,30,1,CM,15,2024-04-15
HRE000743,ENS0056,MAT0011,21,3,CM,40,2024-05-17
HRE000744,ENS0056,MAT0023,11,3,CM,15,2023-03-16
HRE000745,ENS0056,MAT0019,13,4,TP,20,2024-05-16
HRE000746,ENS0056,MAT0029,25,1,TD,20,2023-03-17
HRE000747,ENS0056,MAT0029,2,3,PROJET,35,2023-05-16
HRE000748,ENS0056,MAT0005,3,1,CM,20,2023-04-15
HRE000749,ENS0056,MAT0021,27,1,PROJET,25,2023-03-17
HRE000750,ENS0056,MAT0026,8,2,TD,35,2024-03-17
HRE000751,ENS0056,MAT0003,21,1,PROJET,20,2024-04-16
HRE000752,ENS0056,MAT0005,13,1,TP,40,2024-03-17
HRE000753,ENS0056,MAT0009,13,2,PROJET,25,2023-04-16
HRE000754,ENS0057,MAT0006,11,4,CM,30,2023-03-17
HRE000755,ENS0057,MAT0025,27,4,PROJET,30,2023-05-17
HRE000756,ENS0057,MAT0031,7,1,PROJET,20,2023-03-16
HRE000757,ENS0057,MAT0006,13,4,PROJET,20,2024-04-15
HRE000758,ENS0057,MAT0008,16,2,TD,30,2023-03-16
HRE000759,ENS0057,MAT0026,3,1,PROJET,25,2023-05-17
HRE000760,ENS0057,MAT0001,24,3,PROJET,10,2024-04-16
HRE000761,ENS0057,MAT0011,3,1,CM,15,2024-04-16
HRE000762,ENS0057,MAT0033,1,3,PROJET,35,2023-04-16
HRE000763,ENS0057,MAT0014,9,3,PROJET,10,2023-04-15
HRE000764,ENS0058,MAT0024,7,2,CM,35,2024-05-17
HRE000765,ENS0058,MAT0029,5,1,CM,25,2024-04-16
HRE000766,ENS0058,MAT0030,19,2,CM,40,2024-05-16
HRE000767,ENS0058,MAT0015,1,2,TD,10,2024-05-17
HRE000768,ENS0058,MAT0035,18,3,TD,15,2024-05-16
HRE000769,ENS0058,MAT0020,6,3,PROJET,40,2023-03-17
HRE000770,ENS0058,MAT0001,10,2,TP,10,2024-05-17
HRE000771,ENS0058,MAT0022,23,2,PROJET,30,2024-05-16
HRE000772,ENS0058,MAT0005,25,2,PROJET,35,2023-05-17
HRE000773,ENS0058,MAT0004,17,1,PROJET,40,2024-05-17
HRE000774,ENS0058,MAT0012,3,3,CM,15,2023-03-16
HRE000775,ENS0058,MAT0014,22,3,TP,40,2023-04-16
HRE000776,ENS0058,MAT0010,15,2,PROJET,25,2023-05-17
HRE000777,ENS0058,MAT0028,4,4,PROJET,35,2023-04-16
HRE000778,ENS0058,MAT0006,2,4,CM,15,2023-03-16
HRE000779,ENS0058,MAT0023,16,2,TD,35,2023-03-17
HRE000780,ENS0058,MAT0025,2,1,PROJET,30,2024-05-16
HRE000781,ENS0059,MAT0001,7,1,TD,10,2024-05-17
HRE000782,ENS0059,MAT0028,3,4,TP,10,2023-04-15
HRE000783,ENS0059,MAT0023,10,2,TP,20,2023-04-16
HRE000784,ENS0059,MAT0020,17,2,CM,25,2024-04-15
HRE000785,ENS0059,MAT0032,13,2,TP,40,2023-03-16
HRE000786,ENS0059,MAT0032,10,4,CM,30,2024-03-16
HRE000787,ENS0059,MAT0022,7,3,PROJET,15,2023-05-16
HRE000788,ENS0059,MAT0018,10,4,PROJET,40,2024-04-15
HRE000789,ENS0059,MAT0010,28,4,CM,20,2023-04-15
HRE000790,ENS0059,MAT0011,26,1,PROJET,35,2023-03-17
HRE000791,ENS0059,MAT0012,17,2,TD,10,2023-05-17
HRE000792,ENS0059,MAT0016,11,3,CM,10,2024-04-15
HRE000793,ENS0060,MAT0028,9,4,TP,20,2024-05-17
HRE000794,ENS0060,MAT0004,24,3,TP,35,2024-04-15
HRE000795,ENS0060,MAT0026,24,4,CM,15,2024-05-16
HRE000796,ENS0060,MAT0018,30,1,CM,10,2023-03-17
HRE000797,ENS0060,MAT0017,3,3,PROJET,25,2024-05-16
HRE000798,ENS0060,MAT0012,25,1,TP,40,2024-04-16
HRE000799,ENS0060,MAT0025,10,2,TP,30,2024-03-16
HRE000800,ENS0060,MAT0035,1,1,PROJET,40,2023-03-17
HRE000801,ENS0060,MAT0013,1,1,TP,15,2023-04-16
HRE000802,ENS0060,MAT0003,10,3,TP,25,2024-04-15
HRE000803,ENS0060,MAT0030,9,4,TD,35,2023-05-16
HRE000804,ENS0060,MAT0035,2,4,TD,40,2023-05-17
HRE000805,ENS0060,MAT0032,17,2,TP,25,2024-04-16
