note_id,student_id,matiere_id,semestre_id,type_evaluation,note,coefficient,date_examen,group_id,note_ponderee
NOT003331,STU00421,MAT0020,2,EXAMEN,14.74,1,2024-05-17,12,14.74
NOT003332,STU00421,MAT0010,1,TP,7.36,2,2024-05-17,12,14.72
NOT003333,STU00422,MAT0022,4,EXAMEN,16.77,2,2023-04-15,13,33.54
NOT003334,STU00422,MAT0014,3,TP,13.72,3,2024-05-16,13,41.16
NOT003335,STU00422,MAT0026,4,CC,16.2,2,2023-05-16,13,32.4
NOT003336,STU00422,MAT0009,2,PROJET,7.97,2,2023-05-16,13,15.94
NOT003337,STU00422,MAT0008,4,EXAMEN,7.9,2,2023-05-16,13,15.8
NOT003338,STU00422,MAT0024,4,EXAMEN,11.55,3,2024-05-16,13,34.65
NOT003339,STU00422,MAT0011,2,CC,13.51,3,2024-04-15,13,40.53
NOT003340,STU00423,MAT0032,3,TP,17.39,3,2023-04-15,14,52.17
NOT003341,STU00423,MAT0015,3,CC,14.12,1,2024-04-16,14,14.12
NOT003342,STU00423,MAT0012,1,PROJET,11.27,3,2024-05-17,14,33.81
NOT003343,STU00423,MAT0019,4,CC,8.92,1,2024-04-15,14,8.92
NOT003344,STU00423,MAT0035,1,PROJET,15.69,1,2024-05-17,14,15.69
NOT003345,STU00423,MAT0007,3,EXAMEN,9.11,2,2024-05-17,14,18.22
NOT003346,STU00424,MAT0011,4,EXAMEN,16.89,2,2023-04-15,15,33.78
NOT003347,STU00424,MAT0010,3,EXAMEN,11.15,3,2024-05-17,15,33.449997
NOT003348,STU00424,MAT0014,2,CC,16.77,2,2023-04-16,15,33.54
NOT003349,STU00424,MAT0002,1,TP,14.04,3,2023-04-16,15,42.12
NOT003350,STU00424,MAT0023,4,EXAMEN,11.59,1,2024-04-16,15,11.59
NOT003351,STU00424,MAT0015,2,TP,10.44,2,2024-05-17,15,20.88
NOT003352,STU00425,MAT0018,2,PROJET,10.98,2,2023-04-15,16,21.96
NOT003353,STU00425,MAT0027,4,CC,13.28,2,2024-04-15,16,26.56
NOT003354,STU00425,MAT0005,4,PROJET,12.23,2,2023-04-16,16,24.46
NOT003355,STU00425,MAT0002,3,TP,10.22,1,2024-05-16,16,10.22
NOT003356,STU00425,MAT0021,2,EXAMEN,11.5,1,2024-05-17,16,11.5
NOT003357,STU00425,MAT0011,2,CC,12.24,3,2023-04-15,16,36.72
NOT003358,STU00426,MAT0021,4,CC,5.61,1,2023-05-16,17,5.61
NOT003359,STU00426,MAT0031,4,PROJET,13.37,2,2024-04-15,17,26.74
NOT003360,STU00426,MAT0020,1,PROJET,9.06,1,2023-04-16,17,9.06
NOT003361,STU00426,MAT0026,1,TP,8.54,2,2023-04-16,17,17.08
NOT003362,STU00426,MAT0003,4,CC,6.94,3,2024-05-16,17,20.82
NOT003363,STU00426,MAT0005,4,PROJET,6.62,2,2024-05-16,17,13.24
NOT003364,STU00427,MAT0012,1,TP,7.93,2,2023-04-16,18,15.86
NOT003365,STU00427,MAT0020,1,EXAMEN,9.87,3,2024-05-17,18,29.61
NOT003366,STU00427,MAT0002,2,PROJET,17.86,3,2024-04-15,18,53.58
NOT003367,STU00427,MAT0023,3,PROJET,10.42,3,2023-04-16,18,31.26
NOT003368,STU00427,MAT0031,1,TP,12.53,2,2024-05-17,18,25.06
NOT003369,STU00427,MAT0007,2,TP,13.2,2,2023-04-16,18,26.4
NOT003370,STU00427,MAT0006,4,PROJET,12.39,1,2024-04-16,18,12.39
NOT003371,STU00427,MAT0010,2,EXAMEN,11.77,2,2023-04-15,18,23.54
NOT003372,STU00427,MAT0005,2,PROJET,8.41,3,2023-05-17,18,25.23
NOT003373,STU00427,MAT0032,3,CC,16.35,2,2024-04-15,18,32.7
NOT003374,STU00428,MAT0035,3,EXAMEN,17.42,3,2024-04-15,19,52.260002
NOT003375,STU00428,MAT0008,4,EXAMEN,6.95,1,2023-05-17,19,6.95
NOT003376,STU00428,MAT0030,3,EXAMEN,8.93,2,2024-04-16,19,17.86
NOT003377,STU00428,MAT0008,1,CC,11.16,3,2023-04-16,19,33.48
NOT003378,STU00428,MAT0021,3,EXAMEN,9.11,1,2024-05-17,19,9.11
NOT003379,STU00428,MAT0004,3,EXAMEN,13.52,2,2024-05-17,19,27.04
NOT003380,STU00428,MAT0022,2,PROJET,9.82,1,2023-05-17,19,9.82
NOT003381,STU00428,MAT0023,1,CC,18.5,2,2023-05-16,19,37.0
NOT003382,STU00429,MAT0002,1,TP,15.57,1,2023-04-15,20,15.57
NOT003383,STU00429,MAT0012,3,TP,12.64,1,2024-05-17,20,12.64
NOT003384,STU00429,MAT0033,2,EXAMEN,15.08,2,2024-05-16,20,30.16
NOT003385,STU00429,MAT0008,1,TP,15.32,2,2023-04-15,20,30.64
NOT003386,STU00429,MAT0021,1,PROJET,10.31,2,2024-05-17,20,20.62
NOT003387,STU00429,MAT0015,3,TP,9.55,3,2024-04-15,20,28.650002
NOT003388,STU00429,MAT0003,2,TP,12.23,2,2024-05-16,20,24.46
NOT003389,STU00430,MAT0027,4,TP,14.58,1,2024-04-16,21,14.58
NOT003390,STU00430,MAT0003,4,TP,12.42,2,2023-05-16,21,24.84
NOT003391,STU00430,MAT0016,1,CC,7.27,3,2024-05-16,21,21.81
NOT003392,STU00430,MAT0020,4,TP,9.59,3,2023-04-16,21,28.77
NOT003393,STU00430,MAT0032,4,PROJET,11.78,1,2024-05-17,21,11.78
NOT003394,STU00430,MAT0014,1,EXAMEN,11.77,2,2024-05-17,21,23.54
NOT003395,STU00431,MAT0023,2,EXAMEN,17.92,2,2024-04-15,12,35.84
NOT003396,STU00431,MAT0017,1,TP,7.84,1,2023-04-16,12,7.84
NOT003397,STU00431,MAT0007,4,EXAMEN,13.52,3,2024-05-16,12,40.56
NOT003398,STU00431,MAT0020,3,CC,16.47,1,2024-05-16,12,16.47
NOT003399,STU00431,MAT0017,3,CC,18.81,3,2024-05-16,12,56.43
NOT003400,STU00431,MAT0032,2,TP,10.79,2,2023-05-16,12,21.58
NOT003401,STU00431,MAT0033,1,PROJET,13.47,3,2023-05-16,12,40.41
NOT003402,STU00431,MAT0007,3,PROJET,13.71,1,2024-05-16,12,13.71
NOT003403,STU00431,MAT0018,2,CC,12.59,1,2024-04-15,12,12.59
NOT003404,STU00432,MAT0003,2,TP,11.7,1,2023-04-15,13,11.7
NOT003405,STU00432,MAT0024,2,EXAMEN,13.31,3,2023-04-16,13,39.93
NOT003406,STU00432,MAT0021,2,TP,4.4,1,2024-05-16,13,4.4
NOT003407,STU00432,MAT0024,1,TP,14.05,2,2024-05-16,13,28.1
NOT003408,STU00432,MAT0023,1,CC,12.38,3,2023-05-16,13,37.14
NOT003409,STU00432,MAT0020,4,PROJET,11.33,1,2024-05-16,13,11.33
NOT003410,STU00432,MAT0024,2,TP,18.14,3,2023-05-16,13,54.42
NOT003411,STU00432,MAT0008,3,EXAMEN,9.98,2,2023-05-17,13,19.96
NOT003412,STU00432,MAT0033,2,CC,10.79,3,2024-05-16,13,32.37
NOT003413,STU00433,MAT0008,1,TP,17.97,1,2023-04-15,14,17.97
NOT003414,STU00433,MAT0031,4,TP,9.5,3,2024-04-16,14,28.5
NOT003415,STU00433,MAT0007,2,EXAMEN,10.35,2,2024-04-16,14,20.7
NOT003416,STU00433,MAT0012,4,TP,11.56,2,2023-04-16,14,23.12
NOT003417,STU00433,MAT0019,1,TP,14.52,1,2024-04-16,14,14.52
NOT003418,STU00433,MAT0007,2,PROJET,12.62,2,2024-05-17,14,25.24
NOT003419,STU00433,MAT0033,4,EXAMEN,8.12,2,2023-05-17,14,16.24
NOT003420,STU00433,MAT0005,4,EXAMEN,10.4,3,2023-04-16,14,31.199999
NOT003421,STU00434,MAT0002,2,TP,10.18,2,2023-04-16,15,20.36
NOT003422,STU00434,MAT0018,2,CC,11.77,2,2024-04-16,15,23.54
NOT003423,STU00434,MAT0007,1,TP,13.28,2,2023-04-16,15,26.56
NOT003424,STU00434,MAT0003,1,EXAMEN,13.25,3,2023-05-17,15,39.75
NOT003425,STU00434,MAT0004,1,PROJET,6.67,2,2023-04-16,15,13.34
NOT003426,STU00434,MAT0024,3,PROJET,15.19,3,2024-04-15,15,45.57
NOT003427,STU00434,MAT0012,3,TP,12.76,3,2023-05-16,15,38.28
NOT003428,STU00434,MAT0009,3,PROJET,16.15,2,2023-05-16,15,32.3
NOT003429,STU00434,MAT0007,3,PROJET,13.33,1,2023-04-15,15,13.33
NOT003430,STU00435,MAT0003,1,TP,15.3,3,2024-04-15,16,45.9
NOT003431,STU00435,MAT0026,1,TP,13.4,2,2023-05-16,16,26.8
NOT003432,STU00435,MAT0023,3,EXAMEN,16.04,3,2023-04-16,16,48.120003
NOT003433,STU00435,MAT0005,1,EXAMEN,13.57,3,2023-05-17,16,40.71
NOT003434,STU00435,MAT0012,2,CC,11.71,1,2023-04-15,16,11.71
NOT003435,STU00435,MAT0001,2,CC,18.82,1,2024-04-16,16,18.82
NOT003436,STU00435,MAT0002,2,CC,14.67,2,2023-05-17,16,29.34
NOT003437,STU00435,MAT0008,3,PROJET,13.72,2,2024-05-16,16,27.44
NOT003438,STU00435,MAT0034,4,EXAMEN,8.17,3,2023-05-17,16,24.51
NOT003439,STU00435,MAT0008,2,TP,8.14,1,2023-05-16,16,8.14
NOT003440,STU00436,MAT0019,3,EXAMEN,12.88,2,2024-05-16,17,25.76
NOT003441,STU00436,MAT0025,3,EXAMEN,12.44,3,2023-04-16,17,37.32
NOT003442,STU00436,MAT0031,1,EXAMEN,10.16,2,2024-05-16,17,20.32
NOT003443,STU00436,MAT0005,1,TP,12.42,2,2023-05-16,17,24.84
NOT003444,STU00436,MAT0001,1,CC,16.77,2,2024-04-16,17,33.54
NOT003445,STU00436,MAT0033,2,EXAMEN,14.09,2,2023-05-17,17,28.18
NOT003446,STU00436,MAT0013,4,EXAMEN,8.58,2,2024-05-16,17,17.16
NOT003447,STU00436,MAT0003,4,PROJET,11.67,1,2024-05-17,17,11.67
NOT003448,STU00436,MAT0006,2,TP,9.59,1,2023-05-17,17,9.59
NOT003449,STU00437,MAT0024,1,TP,10.84,3,2023-05-16,18,32.52
NOT003450,STU00437,MAT0017,1,EXAMEN,10.76,3,2023-05-16,18,32.28
NOT003451,STU00437,MAT0018,4,TP,10.57,1,2024-05-16,18,10.57
NOT003452,STU00437,MAT0004,1,TP,8.23,2,2024-04-15,18,16.46
NOT003453,STU00437,MAT0007,3,TP,11.62,2,2024-05-16,18,23.24
NOT003454,STU00437,MAT0009,4,PROJET,10.32,2,2023-05-16,18,20.64
NOT003455,STU00438,MAT0003,1,EXAMEN,3.21,1,2023-05-16,19,3.21
NOT003456,STU00438,MAT0006,1,TP,18.16,2,2024-04-15,19,36.32
NOT003457,STU00438,MAT0028,2,CC,15.27,2,2024-04-15,19,30.54
NOT003458,STU00438,MAT0010,4,EXAMEN,10.87,1,2024-05-17,19,10.87
NOT003459,STU00438,MAT0031,1,EXAMEN,12.06,2,2023-04-15,19,24.12
NOT003460,STU00438,MAT0008,2,EXAMEN,8.49,2,2023-04-16,19,16.98
NOT003461,STU00438,MAT0014,1,TP,17.09,3,2024-04-15,19,51.27
NOT003462,STU00439,MAT0013,4,EXAMEN,17.69,1,2024-05-17,20,17.69
NOT003463,STU00439,MAT0008,1,CC,12.47,2,2023-05-17,20,24.94
NOT003464,STU00439,MAT0015,4,PROJET,15.07,2,2023-05-16,20,30.14
NOT003465,STU00439,MAT0018,3,CC,12.53,3,2024-05-17,20,37.59
NOT003466,STU00439,MAT0031,3,EXAMEN,7.99,2,2023-04-16,20,15.98
NOT003467,STU00439,MAT0019,4,TP,10.76,2,2023-05-16,20,21.52
NOT003468,STU00439,MAT0021,4,CC,12.4,2,2023-05-16,20,24.8
NOT003469,STU00439,MAT0032,3,EXAMEN,10.64,3,2024-05-16,20,31.920002
NOT003470,STU00440,MAT0019,4,TP,11.34,1,2024-04-15,21,11.34
NOT003471,STU00440,MAT0008,3,PROJET,11.73,1,2023-04-16,21,11.73
NOT003472,STU00440,MAT0033,1,CC,11.76,1,2024-04-16,21,11.76
NOT003473,STU00440,MAT0032,2,CC,12.16,2,2023-04-16,21,24.32
NOT003474,STU00440,MAT0032,4,PROJET,8.82,2,2023-04-15,21,17.64
NOT003475,STU00440,MAT0033,1,CC,9.85,2,2023-05-16,21,19.7
NOT003476,STU00440,MAT0030,4,CC,8.15,2,2023-04-16,21,16.3
NOT003477,STU00440,MAT0016,2,PROJET,14.93,1,2023-04-16,21,14.93
NOT003478,STU00440,MAT0015,1,CC,5.68,3,2023-04-15,21,17.039999
NOT003479,STU00440,MAT0021,1,CC,15.46,1,2024-04-15,21,15.46
NOT003480,STU00441,MAT0026,1,PROJET,16.16,3,2023-05-17,12,48.48
NOT003481,STU00441,MAT0017,1,CC,11.09,3,2023-05-17,12,33.27
NOT003482,STU00441,MAT0004,4,PROJET,4.19,2,2024-05-16,12,8.38
NOT003483,STU00441,MAT0034,4,EXAMEN,10.92,2,2023-05-17,12,21.84
NOT003484,STU00441,MAT0009,4,EXAMEN,11.81,2,2023-05-16,12,23.62
NOT003485,STU00441,MAT0033,2,PROJET,8.97,2,2024-04-16,12,17.94
NOT003486,STU00441,MAT0033,2,PROJET,10.45,2,2023-05-17,12,20.9
NOT003487,STU00441,MAT0012,4,PROJET,16.59,2,2023-05-17,12,33.18
NOT003488,STU00441,MAT0027,1,PROJET,13.99,3,2023-04-16,12,41.97
NOT003489,STU00442,MAT0024,3,TP,9.23,2,2024-04-15,13,18.46
NOT003490,STU00442,MAT0030,3,TP,7.21,2,2024-05-16,13,14.42
NOT003491,STU00442,MAT0010,2,PROJET,11.02,1,2024-04-15,13,11.02
NOT003492,STU00442,MAT0024,3,CC,11.36,3,2024-05-17,13,34.079998
NOT003493,STU00442,MAT0021,3,EXAMEN,13.49,3,2023-04-15,13,40.47
NOT003494,STU00442,MAT0005,1,CC,10.39,2,2023-05-17,13,20.78
NOT003495,STU00442,MAT0025,1,TP,13.53,3,2024-05-17,13,40.59
NOT003496,STU00443,MAT0020,2,TP,17.81,2,2023-05-16,14,35.62
NOT003497,STU00443,MAT0012,3,PROJET,14.45,1,2023-05-17,14,14.45
NOT003498,STU00443,MAT0009,1,EXAMEN,11.86,1,2024-04-15,14,11.86
NOT003499,STU00443,MAT0012,2,PROJET,11.45,2,2024-04-16,14,22.9
NOT003500,STU00443,MAT0026,3,CC,10.93,2,2023-05-16,14,21.86
NOT003501,STU00443,MAT0017,1,CC,15.54,2,2024-04-15,14,31.08
NOT003502,STU00443,MAT0010,4,PROJET,10.12,1,2024-05-17,14,10.12
NOT003503,STU00444,MAT0008,4,TP,12.14,1,2024-05-16,15,12.14
NOT003504,STU00444,MAT0031,3,EXAMEN,12.15,3,2024-05-17,15,36.449997
NOT003505,STU00444,MAT0012,3,CC,10.49,1,2023-04-16,15,10.49
NOT003506,STU00444,MAT0008,3,TP,7.88,3,2023-05-17,15,23.64
NOT003507,STU00444,MAT0031,1,EXAMEN,12.97,1,2024-05-17,15,12.97
NOT003508,STU00444,MAT0013,3,TP,11.82,2,2023-04-16,15,23.64
NOT003509,STU00444,MAT0021,4,EXAMEN,13.5,2,2023-04-16,15,27.0
NOT003510,STU00444,MAT0014,4,EXAMEN,10.4,3,2023-05-17,15,31.199999
NOT003511,STU00445,MAT0005,1,PROJET,15.66,1,2023-05-16,16,15.66
NOT003512,STU00445,MAT0021,1,PROJET,9.37,1,2024-05-16,16,9.37
NOT003513,STU00445,MAT0028,4,CC,17.14,2,2023-04-15,16,34.28
NOT003514,STU00445,MAT0021,3,CC,6.76,1,2024-05-17,16,6.76
NOT003515,STU00445,MAT0018,1,TP,13.3,2,2023-05-16,16,26.6
NOT003516,STU00445,MAT0024,3,TP,13.43,2,2024-05-17,16,26.86
NOT003517,STU00446,MAT0006,4,PROJET,9.61,3,2023-05-17,17,28.829998
NOT003518,STU00446,MAT0033,1,EXAMEN,13.27,2,2024-05-16,17,26.54
NOT003519,STU00446,MAT0018,3,PROJET,15.84,3,2024-04-16,17,47.52
NOT003520,STU00446,MAT0029,1,TP,5.35,1,2023-04-16,17,5.35
NOT003521,STU00446,MAT0030,1,CC,13.51,2,2023-04-16,17,27.02
NOT003522,STU00446,MAT0019,1,PROJET,4.52,2,2024-04-16,17,9.04
NOT003523,STU00446,MAT0032,1,CC,9.1,3,2024-04-16,17,27.300001
NOT003524,STU00447,MAT0033,4,EXAMEN,16.89,3,2023-05-17,18,50.67
NOT003525,STU00447,MAT0018,4,EXAMEN,10.25,2,2024-05-17,18,20.5
NOT003526,STU00447,MAT0019,3,TP,8.48,1,2024-04-16,18,8.48
NOT003527,STU00447,MAT0034,2,CC,11.41,2,2023-04-16,18,22.82
NOT003528,STU00447,MAT0021,3,TP,18.2,1,2024-05-17,18,18.2
NOT003529,STU00447,MAT0009,4,CC,6.5,2,2024-04-16,18,13.0
NOT003530,STU00447,MAT0028,3,TP,8.85,2,2023-05-16,18,17.7
NOT003531,STU00448,MAT0031,2,EXAMEN,16.49,2,2024-04-16,19,32.98
NOT003532,STU00448,MAT0003,1,CC,17.57,3,2023-05-16,19,52.71
NOT003533,STU00448,MAT0025,3,CC,11.69,2,2024-05-17,19,23.38
NOT003534,STU00448,MAT0030,2,CC,8.28,1,2024-04-15,19,8.28
NOT003535,STU00448,MAT0015,1,PROJET,18.29,2,2024-04-16,19,36.58
NOT003536,STU00448,MAT0014,4,PROJET,16.78,2,2024-04-16,19,33.56
NOT003537,STU00448,MAT0025,1,CC,14.04,2,2023-05-16,19,28.08
NOT003538,STU00449,MAT0005,4,CC,9.56,2,2023-05-16,20,19.12
NOT003539,STU00449,MAT0008,4,TP,11.85,2,2023-05-17,20,23.7
NOT003540,STU00449,MAT0019,4,PROJET,11.52,3,2024-05-17,20,34.56
NOT003541,STU00449,MAT0016,1,CC,12.99,3,2024-04-16,20,38.97
NOT003542,STU00449,MAT0018,1,PROJET,16.35,1,2024-04-15,20,16.35
NOT003543,STU00449,MAT0032,2,PROJET,14.64,2,2023-04-16,20,29.28
NOT003544,STU00449,MAT0031,2,PROJET,8.77,2,2024-04-16,20,17.54
NOT003545,STU00449,MAT0017,3,TP,16.13,2,2024-05-17,20,32.26
NOT003546,STU00450,MAT0017,1,PROJET,12.94,2,2023-04-16,21,25.88
NOT003547,STU00450,MAT0035,4,CC,14.06,1,2023-05-16,21,14.06
NOT003548,STU00450,MAT0001,4,PROJET,16.4,3,2023-04-15,21,49.199997
NOT003549,STU00450,MAT0024,2,TP,8.67,1,2024-05-17,21,8.67
NOT003550,STU00450,MAT0024,2,EXAMEN,11.89,3,2023-05-16,21,35.670002
NOT003551,STU00450,MAT0031,4,EXAMEN,10.41,2,2023-04-15,21,20.82
NOT003552,STU00450,MAT0020,4,CC,7.3,2,2023-04-16,21,14.6
NOT003553,STU00450,MAT0016,2,PROJET,13.04,1,2023-04-15,21,13.04
NOT003554,STU00451,MAT0012,3,PROJET,19.53,3,2024-05-16,12,58.590004
NOT003555,STU00451,MAT0023,1,TP,6.48,1,2023-05-17,12,6.48
NOT003556,STU00451,MAT0007,2,TP,11.9,2,2024-05-17,12,23.8
NOT003557,STU00451,MAT0015,4,TP,13.92,2,2023-05-16,12,27.84
NOT003558,STU00451,MAT0026,1,CC,12.37,3,2024-05-17,12,37.11
NOT003559,STU00451,MAT0033,1,EXAMEN,11.66,1,2023-04-16,12,11.66
NOT003560,STU00451,MAT0010,1,TP,8.1,2,2024-04-15,12,16.2
NOT003561,STU00452,MAT0021,3,PROJET,12.7,2,2023-04-15,13,25.4
NOT003562,STU00452,MAT0023,2,TP,9.73,2,2023-04-16,13,19.46
NOT003563,STU00452,MAT0004,4,PROJET,5.43,2,2023-05-16,13,10.86
NOT003564,STU00452,MAT0034,1,CC,15.58,2,2024-04-16,13,31.16
NOT003565,STU00452,MAT0012,3,CC,14.88,3,2024-05-17,13,44.64
NOT003566,STU00452,MAT0016,2,PROJET,12.15,1,2023-04-16,13,12.15
NOT003567,STU00453,MAT0017,2,TP,12.69,2,2023-05-16,14,25.38
NOT003568,STU00453,MAT0007,2,PROJET,15.22,3,2024-04-16,14,45.66
NOT003569,STU00453,MAT0033,3,TP,12.67,1,2024-04-15,14,12.67
NOT003570,STU00453,MAT0005,2,CC,14.71,2,2023-05-17,14,29.42
NOT003571,STU00453,MAT0028,1,EXAMEN,11.11,3,2023-05-16,14,33.329998
NOT003572,STU00453,MAT0008,1,CC,15.94,2,2024-05-16,14,31.88
NOT003573,STU00454,MAT0011,2,EXAMEN,12.96,1,2024-04-16,15,12.96
NOT003574,STU00454,MAT0015,4,TP,12.58,1,2023-04-16,15,12.58
NOT003575,STU00454,MAT0021,2,EXAMEN,8.19,2,2023-05-17,15,16.38
NOT003576,STU00454,MAT0017,1,PROJET,12.86,3,2024-04-16,15,38.579998
NOT003577,STU00454,MAT0001,1,EXAMEN,9.5,1,2024-05-17,15,9.5
NOT003578,STU00454,MAT0029,3,CC,10.09,2,2023-05-17,15,20.18
NOT003579,STU00454,MAT0024,1,PROJET,9.55,2,2023-04-16,15,19.1
NOT003580,STU00455,MAT0015,3,EXAMEN,8.8,1,2023-04-15,16,8.8
NOT003581,STU00455,MAT0006,3,TP,18.37,1,2023-05-16,16,18.37
NOT003582,STU00455,MAT0030,1,TP,15.99,2,2023-04-16,16,31.98
NOT003583,STU00455,MAT0012,2,PROJET,17.76,1,2024-05-16,16,17.76
NOT003584,STU00455,MAT0015,4,CC,8.33,3,2023-04-16,16,24.99
NOT003585,STU00455,MAT0027,4,TP,12.21,3,2023-05-17,16,36.63
NOT003586,STU00455,MAT0030,3,EXAMEN,8.12,2,2023-04-15,16,16.24
NOT003587,STU00455,MAT0019,3,TP,9.91,2,2023-04-15,16,19.82
NOT003588,STU00455,MAT0010,4,CC,9.25,2,2023-04-16,16,18.5
NOT003589,STU00456,MAT0014,4,TP,15.72,2,2024-04-16,17,31.44
NOT003590,STU00456,MAT0026,1,PROJET,10.81,2,2023-05-16,17,21.62
NOT003591,STU00456,MAT0023,1,EXAMEN,15.21,1,2024-05-16,17,15.21
NOT003592,STU00456,MAT0004,4,TP,13.81,2,2024-04-15,17,27.62
NOT003593,STU00456,MAT0030,3,CC,18.91,3,2023-05-17,17,56.73
NOT003594,STU00456,MAT0030,2,PROJET,7.56,3,2023-05-17,17,22.68
NOT003595,STU00456,MAT0014,3,PROJET,15.78,2,2023-04-16,17,31.56
NOT003596,STU00456,MAT0022,4,PROJET,15.44,2,2023-05-17,17,30.88
NOT003597,STU00456,MAT0004,2,TP,9.08,2,2024-04-16,17,18.16
NOT003598,STU00457,MAT0020,2,CC,15.02,1,2023-04-15,18,15.02
NOT003599,STU00457,MAT0034,2,CC,13.01,2,2023-05-16,18,26.02
NOT003600,STU00457,MAT0005,4,TP,11.32,3,2023-04-16,18,33.96
NOT003601,STU00457,MAT0019,2,TP,9.53,2,2023-04-15,18,19.06
NOT003602,STU00457,MAT0009,4,EXAMEN,9.84,2,2024-05-16,18,19.68
NOT003603,STU00457,MAT0008,1,CC,18.15,2,2023-05-17,18,36.3
NOT003604,STU00457,MAT0026,3,TP,12.0,2,2024-04-15,18,24.0
NOT003605,STU00458,MAT0001,4,CC,14.35,3,2023-04-16,19,43.050003
NOT003606,STU00458,MAT0003,1,EXAMEN,9.63,1,2024-05-16,19,9.63
NOT003607,STU00458,MAT0030,3,PROJET,9.66,2,2023-04-16,19,19.32
NOT003608,STU00458,MAT0034,3,CC,15.25,3,2023-04-16,19,45.75
NOT003609,STU00458,MAT0016,3,CC,7.95,1,2024-04-16,19,7.95
NOT003610,STU00458,MAT0033,2,TP,10.75,1,2024-05-17,19,10.75
NOT003611,STU00459,MAT0001,1,PROJET,12.1,2,2023-04-15,20,24.2
NOT003612,STU00459,MAT0005,2,EXAMEN,12.33,1,2023-05-16,20,12.33
NOT003613,STU00459,MAT0027,4,PROJET,11.46,2,2023-04-15,20,22.92
NOT003614,STU00459,MAT0002,1,EXAMEN,13.19,3,2024-04-15,20,39.57
NOT003615,STU00459,MAT0034,2,CC,14.08,1,2024-05-17,20,14.08
NOT003616,STU00459,MAT0015,3,CC,14.2,2,2024-04-16,20,28.4
NOT003617,STU00459,MAT0012,4,TP,9.04,1,2024-04-15,20,9.04
NOT003618,STU00459,MAT0015,1,TP,11.15,2,2024-05-16,20,22.3
NOT003619,STU00459,MAT0024,2,PROJET,15.58,2,2024-04-15,20,31.16
NOT003620,STU00459,MAT0031,2,TP,14.68,3,2024-05-16,20,44.04
NOT003621,STU00460,MAT0029,2,CC,7.88,2,2024-05-16,21,15.76
NOT003622,STU00460,MAT0021,2,TP,13.05,3,2023-04-15,21,39.15
NOT003623,STU00460,MAT0013,3,CC,6.07,3,2023-05-17,21,18.210001
NOT003624,STU00460,MAT0017,2,CC,12.14,2,2023-04-15,21,24.28
NOT003625,STU00460,MAT0034,2,CC,17.69,1,2023-05-16,21,17.69
NOT003626,STU00460,MAT0023,4,EXAMEN,9.16,1,2023-04-15,21,9.16
NOT003627,STU00460,MAT0018,1,PROJET,9.5,3,2024-05-16,21,28.5
NOT003628,STU00461,MAT0032,4,TP,14.29,3,2024-05-16,12,42.87
NOT003629,STU00461,MAT0021,3,TP,7.37,2,2024-05-16,12,14.74
NOT003630,STU00461,MAT0014,4,PROJET,10.1,2,2024-04-16,12,20.2
NOT003631,STU00461,MAT0019,3,EXAMEN,13.79,1,2023-05-16,12,13.79
NOT003632,STU00461,MAT0013,1,CC,10.1,1,2024-05-16,12,10.1
NOT003633,STU00461,MAT0024,2,CC,11.29,2,2023-04-16,12,22.58
NOT003634,STU00461,MAT0001,3,TP,14.23,1,2024-04-16,12,14.23
NOT003635,STU00461,MAT0033,3,TP,13.26,2,2024-04-16,12,26.52
NOT003636,STU00461,MAT0018,3,EXAMEN,12.8,2,2024-04-16,12,25.6
NOT003637,STU00462,MAT0002,1,CC,10.98,3,2024-05-16,13,32.94
NOT003638,STU00462,MAT0021,4,CC,13.11,2,2024-05-16,13,26.22
NOT003639,STU00462,MAT0026,4,PROJET,11.63,2,2024-05-17,13,23.26
NOT003640,STU00462,MAT0024,3,CC,13.37,2,2023-05-16,13,26.74
NOT003641,STU00462,MAT0032,3,TP,10.51,2,2023-05-17,13,21.02
NOT003642,STU00462,MAT0009,3,TP,11.45,2,2024-04-16,13,22.9
NOT003643,STU00462,MAT0018,2,EXAMEN,9.03,2,2023-04-15,13,18.06
NOT003644,STU00462,MAT0003,1,PROJET,11.89,2,2024-05-17,13,23.78
NOT003645,STU00462,MAT0033,2,TP,9.57,1,2024-04-15,13,9.57
NOT003646,STU00463,MAT0018,3,EXAMEN,8.66,1,2024-05-16,14,8.66
NOT003647,STU00463,MAT0005,1,CC,12.78,2,2024-04-16,14,25.56
NOT003648,STU00463,MAT0031,3,PROJET,12.64,1,2024-05-17,14,12.64
NOT003649,STU00463,MAT0028,2,EXAMEN,14.35,3,2023-04-16,14,43.050003
NOT003650,STU00463,MAT0009,1,TP,10.71,1,2023-05-16,14,10.71
NOT003651,STU00463,MAT0027,2,TP,13.22,3,2024-05-16,14,39.66
NOT003652,STU00463,MAT0030,1,TP,13.65,2,2024-05-16,14,27.3
NOT003653,STU00464,MAT0028,3,TP,13.33,2,2023-05-17,15,26.66
NOT003654,STU00464,MAT0009,2,TP,9.52,1,2024-05-17,15,9.52
NOT003655,STU00464,MAT0026,1,CC,12.45,2,2024-05-17,15,24.9
NOT003656,STU00464,MAT0019,2,CC,13.09,2,2024-05-16,15,26.18
NOT003657,STU00464,MAT0034,2,CC,12.02,1,2024-05-16,15,12.02
NOT003658,STU00464,MAT0024,2,EXAMEN,5.74,2,2024-04-15,15,11.48
